,how_many_shops,property_id,locality_name,postal_code,streetname,housenumber,latitude,longitude,property_type,property_subtype,price,type_of_sale,nb_of_rooms,area,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_area_plot,nb_of_facades,swimming_pool,state_of_building,surface_of_good
16205,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16206,,,,,,,,,,,,,,,,,,,,,,,,,,,
16207,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16208,,,,,,,,,,,,,,,,,,,,,,,,,,,
16209,,,,,,,,,,,,,,,,,,,,,,,,,,,
16210,,,,,,,,,,,,,,,,,,,,,,,,,,,
16211,,,,,,,,,,,,,,,,,,,,,,,,,,,
16212,,,,,,,,,,,,,,,,,,,,,,,,,,,
16213,,,,,,,,,,,,,,,,,,,,,,,,,,,
16214,,,,,,,,,,,,,,,,,,,,,,,,,,,
16215,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16216,,,,,,,,,,,,,,,,,,,,,,,,,,,
16217,,,,,,,,,,,,,,,,,,,,,,,,,,,
16218,,,,,,,,,,,,,,,,,,,,,,,,,,,
16219,,,,,,,,,,,,,,,,,,,,,,,,,,,
16220,,,,,,,,,,,,,,,,,,,,,,,,,,,
16221,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16222,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16223,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16224,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16225,,,,,,,,,,,,,,,,,,,,,,,,,,,
16226,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16227,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16228,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16229,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16230,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16231,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16232,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16233,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16234,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16235,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16236,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16237,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16238,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16239,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16240,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16241,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16242,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16243,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16244,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16245,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16246,,,,,,,,,,,,,,,,,,,,,,,,,,,
16247,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16248,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16249,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16250,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16251,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16252,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16253,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16254,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16255,455.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16256,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16257,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16258,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16259,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16260,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16261,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16262,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16263,,,,,,,,,,,,,,,,,,,,,,,,,,,
16264,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16265,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16266,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16267,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16268,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16269,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16270,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16271,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16272,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16273,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16274,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16275,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16276,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16277,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16278,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16279,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16280,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16281,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16282,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16283,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16284,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16285,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16286,,,,,,,,,,,,,,,,,,,,,,,,,,,
16287,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16288,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16289,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16290,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16291,,,,,,,,,,,,,,,,,,,,,,,,,,,
16292,,,,,,,,,,,,,,,,,,,,,,,,,,,
16293,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16294,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16295,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16296,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16297,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16298,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16299,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16300,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16301,,,,,,,,,,,,,,,,,,,,,,,,,,,
16302,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16303,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16304,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16305,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16306,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16307,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16308,,,,,,,,,,,,,,,,,,,,,,,,,,,
16309,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16310,,,,,,,,,,,,,,,,,,,,,,,,,,,
16311,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16312,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16313,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16314,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16315,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16316,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16317,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16318,,,,,,,,,,,,,,,,,,,,,,,,,,,
16319,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16320,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16321,,,,,,,,,,,,,,,,,,,,,,,,,,,
16322,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16323,,,,,,,,,,,,,,,,,,,,,,,,,,,
16324,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16325,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16326,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16327,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16328,,,,,,,,,,,,,,,,,,,,,,,,,,,
16329,,,,,,,,,,,,,,,,,,,,,,,,,,,
16330,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16331,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16332,,,,,,,,,,,,,,,,,,,,,,,,,,,
16333,,,,,,,,,,,,,,,,,,,,,,,,,,,
16334,,,,,,,,,,,,,,,,,,,,,,,,,,,
16335,,,,,,,,,,,,,,,,,,,,,,,,,,,
16336,,,,,,,,,,,,,,,,,,,,,,,,,,,
16337,,,,,,,,,,,,,,,,,,,,,,,,,,,
16338,,,,,,,,,,,,,,,,,,,,,,,,,,,
16339,,,,,,,,,,,,,,,,,,,,,,,,,,,
16340,,,,,,,,,,,,,,,,,,,,,,,,,,,
16341,,,,,,,,,,,,,,,,,,,,,,,,,,,
16342,,,,,,,,,,,,,,,,,,,,,,,,,,,
16343,,,,,,,,,,,,,,,,,,,,,,,,,,,
16344,,,,,,,,,,,,,,,,,,,,,,,,,,,
16345,,,,,,,,,,,,,,,,,,,,,,,,,,,
16346,,,,,,,,,,,,,,,,,,,,,,,,,,,
16347,,,,,,,,,,,,,,,,,,,,,,,,,,,
16348,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16349,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16350,,,,,,,,,,,,,,,,,,,,,,,,,,,
16351,,,,,,,,,,,,,,,,,,,,,,,,,,,
16352,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16353,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16354,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16355,,,,,,,,,,,,,,,,,,,,,,,,,,,
16356,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16357,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16358,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16359,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16360,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16361,,,,,,,,,,,,,,,,,,,,,,,,,,,
16362,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16363,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16364,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16365,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16366,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16367,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16368,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16369,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16370,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16371,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16372,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16373,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16374,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16375,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16376,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16377,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16378,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16379,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16380,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16381,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16382,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16383,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16385,,,,,,,,,,,,,,,,,,,,,,,,,,,
16386,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16387,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16388,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16389,,,,,,,,,,,,,,,,,,,,,,,,,,,
16390,,,,,,,,,,,,,,,,,,,,,,,,,,,
16391,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16392,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16393,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16394,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16395,,,,,,,,,,,,,,,,,,,,,,,,,,,
16396,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16397,,,,,,,,,,,,,,,,,,,,,,,,,,,
16398,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16399,,,,,,,,,,,,,,,,,,,,,,,,,,,
16400,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16401,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16402,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16403,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16404,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16405,,,,,,,,,,,,,,,,,,,,,,,,,,,
16406,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16407,,,,,,,,,,,,,,,,,,,,,,,,,,,
16408,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16409,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16410,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16411,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16412,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16413,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16414,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16415,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16416,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16417,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16418,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16419,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16420,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16421,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16422,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16423,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16424,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16425,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16426,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16427,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16428,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16429,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16430,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16431,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16432,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16433,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16434,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16435,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16436,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16437,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16438,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16439,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16440,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16441,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16442,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16443,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16444,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16445,,,,,,,,,,,,,,,,,,,,,,,,,,,
16446,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16447,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16448,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16449,,,,,,,,,,,,,,,,,,,,,,,,,,,
16450,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16451,,,,,,,,,,,,,,,,,,,,,,,,,,,
16452,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16453,,,,,,,,,,,,,,,,,,,,,,,,,,,
16454,,,,,,,,,,,,,,,,,,,,,,,,,,,
16455,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16456,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16457,,,,,,,,,,,,,,,,,,,,,,,,,,,
16458,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16459,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16460,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16461,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16462,,,,,,,,,,,,,,,,,,,,,,,,,,,
16463,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16464,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16465,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16466,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16467,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16468,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16469,,,,,,,,,,,,,,,,,,,,,,,,,,,
16470,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16471,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16472,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16473,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16474,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16475,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16476,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16477,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16478,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16479,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16480,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16481,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16482,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16483,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16484,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16485,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16486,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16487,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16488,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16489,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16490,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16491,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16492,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16493,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16494,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16495,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16496,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16497,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16498,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16499,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16500,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16501,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16502,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16503,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16504,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16505,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16506,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16507,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16508,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16509,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16510,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16511,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16512,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16513,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16514,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16515,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16516,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16517,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16518,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16519,,,,,,,,,,,,,,,,,,,,,,,,,,,
16520,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16521,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16522,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16523,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16524,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16525,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16526,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16527,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16528,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16529,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16530,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16531,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16532,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16533,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16534,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16535,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16536,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16537,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16538,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16539,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16540,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16541,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16542,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16543,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16544,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16545,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16546,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16547,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16548,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16549,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16550,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16551,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16552,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16553,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16554,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16555,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16556,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16557,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16558,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16559,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16560,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16561,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16562,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16563,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16564,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16565,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16566,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16567,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16568,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16569,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16570,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16571,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16572,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16573,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16574,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16575,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16576,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16577,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16578,,,,,,,,,,,,,,,,,,,,,,,,,,,
16579,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16580,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16581,,,,,,,,,,,,,,,,,,,,,,,,,,,
16582,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16583,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16584,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16585,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16586,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16587,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16588,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16589,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16590,,,,,,,,,,,,,,,,,,,,,,,,,,,
16591,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16592,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16593,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16594,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16595,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16596,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16597,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16598,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16599,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16600,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16601,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16602,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16603,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16604,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16605,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16606,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16607,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16608,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16609,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16610,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16611,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16612,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16613,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16614,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16615,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16616,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16617,498.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16618,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16619,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16620,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16621,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16622,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16623,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16624,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16625,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16626,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16627,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16628,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16629,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,
